id,name,feels_like,humidity,pressure,temperature,temp_max,temp_min,weather,wind_speed,datetime,timezone,country,sunrise,sunset,latitude,longitude,clouds
511865,Pechenga,255.61,92,1008,265.48,265.48,265.48,light snow,9.87,1586060268,10800,RU,1586054390,1586106939,69.53,31.17,100
2206874,Waipawa,286.78,52,1025,291.51,293.15,290.93,scattered clouds,6.2,1586060268,43200,NZ,1586025449,1586066605,-41.41,175.52,48
487928,Novikovo,270.21,81,1026,274.51,274.51,274.51,clear sky,3.0,1586060268,10800,RU,1586055266,1586102838,51.15,37.89,0
2146219,Hervey Bay,301.59,54,1012,301.83,303.15,301.48,scattered clouds,4.6,1586060269,36000,AU,1586030339,1586072595,-25.3,152.85,40
2152659,Port Macquarie,296.04,35,1013,297.91,300.37,296.15,clear sky,2.1,1586060269,36000,AU,1586030512,1586072389,-31.43,152.92,0
1261906,Nannilam,306.81,65,1013,303.37,303.37,303.37,light rain,2.49,1586060269,19800,IN,1586046951,1586091131,10.88,79.61,50
1275339,Mumbai,305.42,58,1012,303.15,303.15,303.15,haze,2.6,1586060120,19800,IN,1586048339,1586092988,19.01,72.85,0
1174062,Kharan,294.31,23,1017,297.05,297.05,297.05,few clouds,1.41,1586060269,18000,PK,1586049806,1586095086,28.58,65.42,12
575521,Bogorodskoye,268.04,88,1021,272.44,272.44,272.44,few clouds,2.98,1586060329,10800,RU,1586054810,1586103298,56.55,37.88,15
2112444,Kamaishi,276.09,61,1011,281.15,281.15,281.15,shower rain,4.6,1586060329,32400,JP,1586031036,1586077162,39.27,141.88,75
2274895,Monrovia,304.57,86,1010,300.33,300.33,300.33,few clouds,2.79,1586060118,0,LR,1586068767,1586112703,6.3,-10.8,19
2018735,Nyurba,263.11,94,1022,268.8,268.8,268.8,few clouds,4.37,1586060329,32400,RU,1586034739,1586084762,63.28,118.33,16
4149959,Cape Canaveral,297.12,83,1014,295.01,297.15,293.15,clear sky,1.5,1586060100,-14400,US,1586084829,1586130138,28.41,-80.6,1
1274055,Chittarkonda,306.28,28,1014,306.13,306.13,306.13,clear sky,0.68,1586060330,19800,IN,1586046151,1586090745,18.12,82.08,0
2138555,Poum,298.62,80,1006,300.39,300.39,300.39,broken clouds,10.41,1586060330,39600,NC,1586027513,1586070061,-20.23,164.02,68
3445026,Vila Velha,299.15,73,1015,297.85,298.15,297.59,overcast clouds,3.1,1586060330,-10800,BR,1586076559,1586119063,-20.33,-40.29,90
1636426,Manggar,307.51,62,1012,303.82,303.82,303.82,light rain,1.86,1586060330,25200,ID,1586040438,1586083890,-2.88,108.27,33
2447513,Arlit,295.11,11,1007,300.75,300.75,300.75,clear sky,4.25,1586060330,3600,NE,1586064048,1586108692,18.74,7.39,0
2157698,Mildura,287.37,59,1015,291.31,291.48,291.15,overcast clouds,5.7,1586060330,36000,AU,1586033191,1586074878,-34.2,142.15,90
1263752,Māngrol,299.28,54,1012,300.21,300.21,300.21,clear sky,4.69,1586060330,19800,IN,1586048928,1586093708,21.12,70.12,0
1683468,Tamisan,302.94,70,1013,301.25,301.25,301.25,clear sky,4.38,1586060330,28800,PH,1586035859,1586079816,6.84,126.3,5
326036,Yabēlo,284.13,53,1014,287.28,287.28,287.28,scattered clouds,2.8,1586060331,10800,ET,1586057077,1586100935,4.88,38.08,47
179634,Takaungu,302.48,94,1012,298.15,298.15,298.15,few clouds,2.1,1586060331,10800,KE,1586056874,1586100284,-3.68,39.86,20
1252795,Yanam,308.61,62,1015,304.15,304.15,304.15,scattered clouds,1.0,1586060331,19800,IN,1586046159,1586090671,16.73,82.22,40
3454005,Piaçabuçu,303.63,88,1012,300.25,300.25,300.25,few clouds,4.29,1586060331,-10800,BR,1586075359,1586118410,-10.41,-36.43,20
1519691,Sarkand,285.29,25,1018,288.5,288.5,288.5,clear sky,0.92,1586060331,21600,KZ,1586045570,1586092364,45.41,79.92,0
364933,Umm Kaddadah,291.18,12,1009,298.01,298.01,298.01,overcast clouds,5.82,1586060331,7200,SD,1586059570,1586103908,13.6,26.69,95
4255151,Bud,276.14,81,1018,280.6,282.59,278.71,overcast clouds,4.6,1586060091,-14400,US,1586085703,1586131942,39.45,-86.18,90
2120769,Talaya,257.97,83,1016,265.68,265.68,265.68,scattered clouds,6.67,1586060331,39600,RU,1586026758,1586076224,61.38,152.75,34
136702,Dehlorān,287.24,40,1019,290.25,290.25,290.25,broken clouds,2.25,1586060332,16200,IR,1586054003,1586099599,32.69,47.27,53
3860259,Córdoba,289.16,77,1010,291.15,293.71,287.59,overcast clouds,4.6,1586060105,-10800,AR,1586082638,1586124449,-31.41,-64.18,95
477940,Ust-Tsilma,265.01,97,1004,269.42,269.42,269.42,light snow,2.7,1586060332,10800,RU,1586050235,1586101026,65.44,52.15,100
2264923,Peniche,285.48,93,1010,287.91,289.26,286.48,light rain,5.1,1586060332,3600,PT,1586067295,1586113493,39.36,-9.38,40
2171099,Codrington,282.15,64,1008,289.21,289.21,289.21,light rain,9.86,1586060073,36000,AU,1586033382,1586074773,-38.27,141.97,84
1511094,Bagan,266.85,93,1026,272.75,272.75,272.75,overcast clouds,5.31,1586060332,25200,RU,1586045502,1586093515,54.1,77.66,98
5870133,Nome,266.76,97,990,273.15,273.15,273.15,snow,6.2,1586060332,-28800,US,1586016294,1586066609,64.5,-165.41,90
3620266,Corn Island,301.68,73,1012,300.4,300.4,300.4,clear sky,4.87,1586060333,-21600,NI,1585999572,1586043801,12.17,-83.04,0
1214488,Meulaboh,305.37,69,1013,302.17,302.17,302.17,overcast clouds,2.72,1586060333,25200,ID,1586043169,1586086985,4.14,96.13,95
5557293,Sitka,271.43,69,1014,277.15,277.15,277.15,scattered clouds,5.1,1586060333,-28800,US,1586010015,1586058452,57.05,-135.33,40
1514125,Dustlik,288.65,55,1019,290.5,290.5,290.5,light rain,2.05,1586060333,18000,UZ,1586048679,1586094956,40.52,68.04,100
3347019,Mossamedes,295.97,74,1011,295.63,295.63,295.63,clear sky,3.27,1586060333,3600,AO,1586063829,1586106628,-15.2,12.15,4
2017979,Petropavlovka,272.26,48,1032,278.41,278.41,278.41,overcast clouds,5.08,1586060333,28800,RU,1586039147,1586086597,50.61,105.32,100
69559,Yarim,283.32,32,1016,286.47,286.47,286.47,scattered clouds,1.09,1586060333,10800,YE,1586055307,1586099682,14.3,44.38,47
1804874,Kaihua,288.31,49,1019,290.94,290.94,290.94,light rain,2.74,1586060333,28800,CN,1586040664,1586085579,23.37,104.28,69
1510689,Baykit,268.7,86,1036,273.62,273.62,273.62,overcast clouds,3.87,1586060334,25200,RU,1586040221,1586089818,61.67,96.37,98
2656708,Ayr,276.2,70,1011,279.77,281.15,276.48,few clouds,2.6,1586060146,3600,GB,1586065097,1586113412,55.46,-4.63,20
533284,Lunino,270.21,82,1020,274.4,274.4,274.4,clear sky,2.86,1586060334,10800,RU,1586053315,1586101266,53.59,45.23,1
1642692,Jatiroto,308.04,83,1012,302.15,302.15,302.15,few clouds,1.5,1586060334,25200,ID,1586039882,1586083078,-7.88,111.12,20
1256063,Sirpur,303.56,36,1014,304.42,304.42,304.42,clear sky,3.23,1586060334,19800,IN,1586046705,1586091382,19.48,79.6,6
2134814,Sola,296.97,94,1001,300.15,300.15,300.15,overcast clouds,14.58,1586060334,39600,VU,1586026495,1586069385,-13.88,167.55,90
1640576,Kefamenanu,306.28,55,1011,303.05,303.05,303.05,clear sky,0.57,1586060334,28800,ID,1586036717,1586079832,-9.45,124.48,0
5312476,Safford,283.74,20,1010,289.39,290.15,288.71,clear sky,4.1,1586060335,-25200,US,1586005316,1586050856,32.83,-109.71,1
1643837,Gorontalo,310.74,53,1011,306.25,306.25,306.25,scattered clouds,0.46,1586060335,28800,ID,1586036801,1586080429,0.54,123.06,26
5969025,Haines Junction,267.65,78,1014,270.71,270.71,270.71,overcast clouds,0.54,1586060335,-25200,CA,1586010136,1586059378,60.75,-137.51,95
1651531,Ambon City,310.4,63,1009,306.15,306.15,306.15,scattered clouds,3.1,1586060335,32400,ID,1586035681,1586079092,-3.7,128.18,40
3407762,Amapá,300.33,94,1012,296.22,296.22,296.22,overcast clouds,0.88,1586060335,-10800,BR,1586078794,1586122448,1.0,-52.0,100
2088163,Popondetta,307.2,54,1008,304.53,304.53,304.53,overcast clouds,2.12,1586060335,36000,PG,1586030994,1586074148,-8.75,148.25,96
1528998,Yumen,280.32,20,1020,284.69,284.69,284.69,overcast clouds,1.81,1586060335,28800,CN,1586041700,1586087941,40.28,97.2,100
8079926,Labuhan,307.65,71,1011,303.42,303.42,303.42,light rain,2.62,1586060335,25200,ID,1586039595,1586082842,-6.88,112.21,88
2396518,Port-Gentil,300.31,89,1009,298.26,298.26,298.26,overcast clouds,4.7,1586060335,3600,GA,1586064255,1586107818,-0.72,8.78,95
2121324,Shebunino,270.64,93,1012,274.73,274.73,274.73,snow,3.13,1586060336,39600,RU,1586030663,1586077545,46.43,141.86,100
2381972,Adrar,289.84,20,1011,295.2,295.2,295.2,clear sky,4.43,1586060336,0,MR,1586068182,1586112938,20.5,-10.07,0
3175096,Laas,269.29,80,1023,273.46,278.71,266.15,clear sky,2.6,1586060336,7200,IT,1586062088,1586109064,46.62,10.7,5
4026082,Lázaro Cárdenas,298.59,79,1011,296.68,296.68,296.68,clear sky,2.33,1586060336,-21600,MX,1586004007,1586048562,17.96,-102.2,0
3670218,San Andrés,303.13,74,1012,301.15,301.15,301.15,scattered clouds,4.6,1586060091,-18000,CO,1585999240,1586043491,12.58,-81.7,40
3382226,Camopi,300.33,95,1012,296.32,296.32,296.32,overcast clouds,1.24,1586060396,-10800,GF,1586078813,1586122583,3.17,-52.32,90
2303611,Esim,304.03,82,1010,300.11,300.11,300.11,light rain,2.39,1586060100,0,GH,1586066752,1586110611,4.87,-2.24,89
3839982,Punta Alta,284.72,76,1011,287.86,287.86,287.86,scattered clouds,4.75,1586060344,-10800,AR,1586082407,1586123667,-38.88,-62.07,40
2013639,Verkhnevilyuysk,259.75,92,1021,266.55,266.55,266.55,broken clouds,5.62,1586060397,32400,RU,1586034237,1586084308,63.45,120.32,58
2315728,Gemena,297.26,76,1009,295.48,295.48,295.48,broken clouds,1.38,1586060397,3600,CD,1586061514,1586105286,3.25,19.77,80
3663529,Manacapuru,302.9,94,1011,298.15,298.15,298.15,thunderstorm,1.5,1586060397,-14400,BR,1586080976,1586124403,-3.3,-60.62,40
778362,Øksfjord,256.38,85,1013,263.15,270.15,261.15,light snow,5.1,1586060397,7200,NO,1586056311,1586109250,70.24,22.35,99
2068655,Katherine,306.58,38,1010,307.15,307.15,307.15,broken clouds,4.6,1586060397,34200,AU,1586034978,1586077832,-14.47,132.27,65
3837213,San Juan,292.05,38,1009,293.99,293.99,293.99,scattered clouds,1.46,1586060397,-10800,AR,1586083690,1586125490,-31.54,-68.54,40
686090,Asău,270.92,64,1029,275.87,276.15,275.37,broken clouds,3.6,1586060398,10800,RO,1586058337,1586105281,46.43,26.4,83
3980230,Viesca,292.0,19,1012,296.7,300.15,294.26,broken clouds,3.6,1586060399,-21600,MX,1586003924,1586048933,25.35,-102.8,75
5905393,Bonavista,266.88,87,1012,269.82,269.82,269.82,overcast clouds,0.45,1586060399,-9000,CA,1586077250,1586124524,48.65,-53.11,100
2155562,Nelson Bay,289.58,35,1012,296.74,298.15,295.93,clear sky,9.3,1586060399,36000,AU,1586030739,1586072531,-32.72,152.15,0
3438102,Fuerte Olimpo,296.83,59,1010,296.11,296.11,296.11,clear sky,1.03,1586060400,-14400,PY,1586080800,1586123259,-21.04,-57.87,0
779622,Havøysund,261.69,79,1010,270.15,270.15,270.15,light snow,8.2,1586060301,7200,NO,1586055541,1586108911,71.0,24.66,100
2027002,Bayangol,270.02,50,1032,274.52,274.52,274.52,light snow,2.31,1586060400,28800,RU,1586039584,1586087048,50.7,103.47,100
1629380,Ruteng,298.61,51,1011,298.46,298.46,298.46,clear sky,1.81,1586060400,28800,ID,1586037657,1586080816,-8.61,120.47,6
5063646,Beatrice,271.64,74,1019,274.99,275.93,273.71,clear sky,1.5,1586060400,-18000,US,1586001893,1586048060,40.27,-96.75,1
1812955,Dezhou,283.8,30,1028,289.13,289.13,289.13,overcast clouds,4.46,1586060400,28800,CN,1586037254,1586083225,37.45,116.29,93
1701054,Marawi,301.38,41,1013,301.83,301.83,301.83,clear sky,2.5,1586060140,28800,PH,1586036310,1586080330,8.0,124.29,2
2523082,Syracuse,278.56,87,1014,280.64,282.59,277.15,clear sky,1.5,1586060401,7200,IT,1586061488,1586107466,37.09,15.28,0
3860443,Comodoro Rivadavia,276.05,50,999,287.15,287.15,287.15,broken clouds,13.9,1586060401,-10800,AR,1586084024,1586124657,-45.87,-67.5,69
2121373,Seymchan,258.62,86,1014,263.42,263.42,263.42,broken clouds,2.33,1586060401,39600,RU,1586026632,1586076504,62.88,152.43,57
1261234,Nohar,296.56,25,1013,299.42,299.42,299.42,light rain,2.38,1586060402,19800,IN,1586047542,1586092863,29.18,74.77,86
1718367,Karligan,302.42,59,1016,301.34,301.34,301.34,scattered clouds,3.34,1586060402,28800,PH,1586036656,1586081059,14.97,122.05,33
5954718,Flin Flon,257.97,93,1022,262.44,262.44,262.44,overcast clouds,1.85,1586060402,-18000,CA,1586002205,1586050200,54.77,-101.86,99
1576633,Lang Son,287.72,78,1021,288.89,288.89,288.89,light rain,2.52,1586060402,25200,VN,1586040125,1586084942,21.83,106.73,99
3395981,Maceió,303.52,100,1013,298.15,298.15,298.15,light rain,1.5,1586060403,-10800,BR,1586075174,1586118265,-9.67,-35.74,98
467084,Yertsevo,263.86,96,1015,268.22,268.22,268.22,scattered clouds,2.43,1586060403,10800,RU,1586053811,1586103237,60.8,40.09,37
1735902,Sibu,305.38,94,1013,299.95,300.15,299.82,heavy intensity shower rain,2.1,1586060403,28800,MY,1586039452,1586083172,2.3,111.82,75
1495385,Pelym,270.53,93,1009,273.87,273.87,273.87,overcast clouds,1.87,1586060403,18000,RU,1586048537,1586097996,61.01,62.0,100
1786855,Yatou,275.79,49,1029,281.57,281.57,281.57,clear sky,5.09,1586060403,28800,CN,1586035808,1586081749,37.15,122.38,0
2632287,Dalvik,249.44,79,1014,266.15,266.15,266.15,overcast clouds,19.5,1586060403,0,IS,1586067057,1586118123,65.97,-18.53,90
2314705,Kikwit,296.44,75,1010,294.69,294.69,294.69,overcast clouds,0.85,1586060404,3600,CD,1586061959,1586105297,-5.04,18.82,99
2141714,Bourail,303.93,59,1006,302.74,302.74,302.74,few clouds,4.07,1586060404,39600,NC,1586027200,1586069673,-21.57,165.48,14
605155,Kiruna,256.63,66,1012,261.15,261.15,261.15,clear sky,1.5,1586060404,7200,SE,1586057401,1586109178,67.86,20.23,0
3421765,Nanortalik,257.67,82,1007,269.64,269.64,269.64,light snow,13.21,1586060404,-7200,GL,1586074328,1586123670,60.14,-45.24,96
2511180,Santa Cruz de La Palma,290.18,68,1015,291.06,293.15,288.71,scattered clouds,2.1,1586060363,3600,ES,1586069750,1586115061,28.68,-17.76,29
5978133,Hudson Bay,261.13,93,1021,265.96,265.96,265.96,overcast clouds,2.75,1586060404,-21600,CA,1586002486,1586050169,52.85,-102.38,100
5983720,Iqaluit,242.62,70,1026,254.21,254.26,254.15,clear sky,11.3,1586060405,-14400,CA,1586079400,1586129765,63.75,-68.51,5
6111696,Port-Cartier,264.3,100,1016,268.15,268.15,268.15,clear sky,1.77,1586060405,-14400,CA,1586080452,1586127926,50.03,-66.87,5
64435,Berbera,303.28,76,1014,300.35,300.35,300.35,broken clouds,2.98,1586060405,10800,SO,1586055264,1586099423,10.44,45.01,77
6137462,Saint-Augustin,266.76,98,1017,269.79,269.79,269.79,light snow,0.81,1586060405,-14400,CA,1586078394,1586126040,51.23,-58.65,100
1263942,Manavālakurichi,308.43,66,1012,304.15,304.15,304.15,haze,2.1,1586060405,19800,IN,1586047581,1586091610,8.13,77.3,40
618370,Drochia,272.36,66,1031,277.05,277.05,277.05,clear sky,3.5,1586060405,10800,MD,1586057896,1586105041,48.03,27.82,0
1636308,Manokwari,304.93,78,1010,301.27,301.27,301.27,moderate rain,3.01,1586060405,32400,ID,1586034193,1586077749,-0.87,134.08,100
2831708,Soest,273.71,73,1023,277.21,279.15,275.93,clear sky,2.1,1586060405,7200,DE,1586062370,1586110025,51.58,8.11,0
2016307,Solnechnyy,270.95,68,1021,275.42,275.42,275.42,clear sky,2.97,1586060406,36000,RU,1586031636,1586079082,50.72,136.63,0
2090021,Namatanai,304.44,69,1007,301.88,301.88,301.88,light rain,3.41,1586060406,36000,PG,1586029861,1586073275,-3.67,152.43,3
504187,Puksoozero,262.8,95,1012,267.1,267.1,267.1,broken clouds,2.17,1586060406,10800,RU,1586053447,1586103351,62.59,40.61,58
3939168,Huarmey,297.57,76,1015,296.19,296.19,296.19,scattered clouds,2.37,1586060277,-18000,PE,1585998964,1586042062,-10.07,-78.15,49
2191562,Dunedin,287.76,81,1003,288.15,288.15,288.15,overcast clouds,1.34,1586060406,43200,NZ,1586026853,1586067611,-45.87,170.5,85
2121197,Sinegor'ye,260.65,82,1015,264.9,264.9,264.9,clear sky,1.63,1586060407,39600,RU,1586027210,1586076862,62.08,150.48,4
2624521,Asnæs,273.53,93,1029,276.24,277.04,275.15,broken clouds,1.5,1586060467,7200,DK,1586061200,1586109568,55.81,11.5,51
4769125,Leesburg,281.1,93,1018,282.54,285.37,279.15,clear sky,1.5,1586060432,-14400,US,1586083652,1586129856,39.12,-77.56,1
3374235,Sal Rei,294.63,73,1015,295.15,295.15,295.15,broken clouds,4.1,1586060467,-3600,CV,1586071396,1586115891,16.18,-22.92,75
2125711,Esso,263.52,77,1026,268.16,268.16,268.16,overcast clouds,2.45,1586060467,43200,RU,1586025925,1586074202,55.93,158.7,92
88533,Awjilah,284.54,72,1015,288.02,288.02,288.02,clear sky,4.99,1586060467,7200,LY,1586060369,1586105701,29.11,21.29,4
2173323,Bundaberg,302.81,54,1012,302.69,303.15,302.15,scattered clouds,4.6,1586060467,36000,AU,1586030446,1586072729,-24.85,152.35,40
5847486,Kailua,298.92,74,1013,298.1,300.15,296.15,few clouds,4.1,1586060468,-36000,US,1586017226,1586061996,21.4,-157.74,20
2017215,Sangar,259.41,94,1015,265.86,265.86,265.86,light snow,5.06,1586060468,32400,RU,1586032454,1586082660,63.92,127.47,100
3351014,Camacupa,288.64,66,1014,289.21,289.21,289.21,light rain,0.77,1586060468,3600,AO,1586062464,1586105435,-12.02,17.48,100
1056899,Sambava,296.86,77,1014,296.37,296.37,296.37,few clouds,3.89,1586060468,10800,MG,1586054678,1586097532,-14.27,50.17,16
1626703,Soe,302.38,55,1011,300.38,300.38,300.38,clear sky,0.77,1586060468,28800,ID,1586036775,1586079870,-9.86,124.28,0
6144312,Sept-Îles,263.71,100,1016,268.15,268.15,268.15,clear sky,2.61,1586060468,-14400,CA,1586080322,1586127821,50.2,-66.38,5
2610806,Vágur,270.9,83,1002,280.96,280.96,280.96,light rain,12.79,1586060468,3600,FO,1586064956,1586114599,61.47,-6.81,100
6690297,Saint-Leu,298.01,65,1014,297.62,300.15,293.71,clear sky,3.1,1586060468,14400,RE,1586053641,1586096117,-21.15,55.28,0
2289049,Ferkessédougou,302.52,61,1009,301.19,301.19,301.19,broken clouds,3.25,1586060469,0,CI,1586067333,1586111450,9.6,-5.2,82
1264331,Mahur,299.93,16,1014,302.11,302.11,302.11,clear sky,0.41,1586060469,19800,IN,1586043281,1586088318,25.17,93.12,0
3396016,Macapá,306.71,100,1011,301.15,301.15,301.15,scattered clouds,4.1,1586060294,-10800,BR,1586078596,1586122199,0.04,-51.07,40
1714733,Dingle,303.6,52,1014,303.91,303.91,303.91,clear sky,5.56,1586060469,28800,PH,1586036618,1586080800,11.0,122.67,5
3694112,Paita,297.26,72,1012,297.13,297.13,297.13,few clouds,4.18,1586060469,-18000,PE,1585999550,1586042897,-5.09,-81.11,24
934322,Mahébourg,303.91,74,1014,300.24,300.37,300.15,scattered clouds,1.5,1586060469,14400,MU,1586053039,1586095557,-20.41,57.7,40
3115824,Muros,283.44,76,1007,287.04,289.82,284.82,broken clouds,5.1,1586060469,7200,ES,1586067045,1586113590,42.78,-9.06,75
2071860,Esperance,289.39,52,1022,292.15,292.15,292.15,overcast clouds,3.6,1586060469,28800,AU,1586038042,1586079745,-33.87,121.9,98
2630299,Hofn,253.25,95,999,270.73,270.73,270.73,snow,21.55,1586060469,0,IS,1586066560,1586117026,64.25,-15.21,100
3838859,Río Gallegos,275.31,87,986,279.15,279.15,279.15,broken clouds,3.6,1586060288,-10800,AR,1586084757,1586124749,-51.62,-69.22,75
2173125,Burnie,280.0,58,1001,284.82,284.82,284.82,light rain,4.92,1586060470,36000,AU,1586032545,1586073715,-41.07,145.92,10
1528796,At-Bashi,272.71,28,1022,276.77,276.77,276.77,clear sky,1.13,1586060470,21600,KG,1586046784,1586093122,41.17,75.81,5
2014694,Tyrma,274.64,50,1022,278.5,278.5,278.5,clear sky,1.9,1586060470,36000,RU,1586032750,1586080108,50.08,132.17,0
1852357,Shimoda,284.99,48,1008,290.83,291.48,290.15,few clouds,7.2,1586060470,32400,JP,1586031940,1586077665,34.67,138.95,20
1268008,Kanniyākumāri,306.57,71,1013,302.01,302.01,302.01,light rain,1.03,1586060470,19800,IN,1586047517,1586091544,8.08,77.57,96
1252783,Yārāda,306.05,70,1014,303.15,303.15,303.15,haze,4.1,1586060470,19800,IN,1586045880,1586090446,17.65,83.27,20
3184081,Shkodër,278.48,35,1013,287.15,287.15,287.15,broken clouds,9.3,1586060470,7200,AL,1586060234,1586106690,42.07,19.51,75
2013279,Vostok,267.35,77,1014,271.57,271.57,271.57,snow,2.29,1586060470,36000,RU,1586032093,1586078985,46.49,135.88,100
3573374,The Valley,302.75,74,1015,299.23,299.82,298.71,clear sky,1.0,1586060471,-14400,AI,1586080963,1586125587,18.22,-63.06,0
2277060,Gbarnga,300.64,91,1011,296.57,296.57,296.57,overcast clouds,0.8,1586060471,0,LR,1586068429,1586112403,7.0,-9.47,98
6173864,Vernon,267.53,41,1007,274.6,277.15,272.04,clear sky,5.7,1586060471,-25200,CA,1586006722,1586054038,50.26,-119.27,1
2398073,Mouila,299.21,87,1010,296.07,296.07,296.07,overcast clouds,1.24,1586060471,3600,GA,1586063738,1586107241,-1.87,11.06,100
2013918,Ust-Maya,265.43,96,1017,269.86,269.86,269.86,light snow,2.78,1586060471,32400,RU,1586031241,1586080485,60.42,134.53,100
292968,Abu Dhabi,302.48,58,1015,300.86,301.15,300.37,overcast clouds,2.1,1586060412,14400,AE,1586052598,1586097597,24.47,54.37,99
1733874,Beaufort,310.17,66,1011,304.99,305.15,304.82,broken clouds,1.5,1586060472,28800,MY,1586038430,1586082309,5.35,115.75,75
4231997,Avera,287.8,87,1016,288.01,291.15,285.15,clear sky,1.5,1586060472,-14400,US,1586085107,1586130787,33.19,-82.53,1
2361373,Diapaga,301.53,32,1007,303.42,303.42,303.42,overcast clouds,3.47,1586060472,0,BF,1586065587,1586109841,12.07,1.79,100
1254709,Tezu,301.36,20,1017,303.34,303.34,303.34,clear sky,1.15,1586060472,19800,IN,1586042455,1586087680,27.92,96.17,5
3628473,San Cristobal,295.21,64,1013,294.33,294.33,294.33,light rain,0.59,1586060294,-14400,VE,1586083463,1586127483,7.77,-72.22,88
1159716,Sarakhs,287.81,82,1019,290.15,290.15,290.15,clear sky,5.1,1586060472,16200,IR,1586050512,1586096424,36.54,61.16,9
2168305,Dubbo,290.63,52,1016,293.15,293.15,293.15,scattered clouds,3.6,1586060472,36000,AU,1586031571,1586073393,-32.25,148.62,40
5887916,Athabasca,257.61,90,1020,262.35,262.35,262.35,broken clouds,2.19,1586060472,-21600,CA,1586004947,1586052943,54.72,-113.29,56
4566137,Manatí,298.11,78,1014,296.01,298.15,294.82,few clouds,1.5,1586060472,-14400,PR,1586081779,1586126417,18.43,-66.49,20
5686121,Whitefish,268.52,51,1006,273.95,275.15,272.04,clear sky,3.6,1586060253,-21600,US,1586005663,1586052731,48.41,-114.34,1
6148373,Sioux Lookout,262.41,85,1020,266.67,269.15,266.15,few clouds,1.88,1586060473,-18000,CA,1586000179,1586047456,50.1,-91.92,20
934479,Grand Gaube,303.99,74,1014,300.29,300.37,300.15,scattered clouds,1.5,1586060473,14400,MU,1586053038,1586095578,-20.01,57.66,40
3649408,Altagracia de Orituco,299.47,73,1011,297.34,297.34,297.34,overcast clouds,1.6,1586060473,-14400,VE,1586082003,1586126140,9.86,-66.38,89
988356,Kokstad,280.94,53,1013,284.28,284.28,284.28,clear sky,2.36,1586060473,7200,ZA,1586060136,1586102033,-30.55,29.42,0
3336897,La Rioja,275.52,81,1017,280.73,282.15,279.26,overcast clouds,5.7,1586060473,7200,ES,1586065501,1586111986,42.25,-2.5,100
6620339,Karratha,305.28,43,1012,304.19,304.19,304.19,overcast clouds,1.83,1586060473,28800,AU,1586038850,1586081361,-20.74,116.85,98
1502725,Yugorsk,271.05,93,1009,274.25,274.25,274.25,overcast clouds,1.76,1586060473,18000,RU,1586048180,1586097714,61.31,63.33,100
470905,Vuktyl,266.71,98,1005,271.56,271.56,271.56,light snow,3.72,1586060474,10800,RU,1586049260,1586099524,63.86,57.31,89
3942259,Coracora,281.43,29,1018,284.95,284.95,284.95,light rain,1.2,1586060474,-18000,PE,1585998042,1586040888,-15.03,-73.78,96
2250645,Kédougou,302.42,25,1010,304.15,304.15,304.15,clear sky,2.04,1586060534,0,SN,1586068922,1586113205,12.56,-12.17,0
2018069,Peleduy,265.77,93,1035,271.83,271.83,271.83,overcast clouds,5.37,1586060534,32400,RU,1586036553,1586085630,59.63,112.74,86
2441447,Maïné Soroa,297.1,16,1005,300.49,300.49,300.49,few clouds,1.87,1586060534,3600,NE,1586063101,1586107418,13.21,12.02,22
1253628,Ginda,289.01,82,1014,289.15,289.15,289.15,light rain,1.5,1586060534,19800,IN,1586046594,1586092026,30.69,78.49,90
1496511,Novy Urengoy,267.24,96,1011,274.48,274.48,274.48,overcast clouds,7.67,1586060534,18000,RU,1586044260,1586095253,66.08,76.63,100
935214,Saint-Pierre,298.11,65,1014,297.69,300.15,293.71,clear sky,3.1,1586060482,14400,RE,1586053599,1586096064,-21.34,55.48,0
6162949,Terrace,270.89,32,1009,276.25,277.15,274.82,clear sky,3.1,1586060535,-25200,CA,1586008633,1586056605,54.52,-128.6,5
3648698,Bachaquero,305.32,79,1011,300.87,300.87,300.87,light rain,1.73,1586060535,-14400,VE,1586083145,1586127288,9.97,-71.15,17
2128975,Nemuro,276.78,87,1008,279.15,279.15,279.15,broken clouds,1.5,1586060535,32400,JP,1586029950,1586076478,43.32,145.57,75
479471,Ugra,269.05,84,1025,273.56,273.56,273.56,light snow,3.22,1586060535,10800,RU,1586055825,1586103987,54.78,34.33,83
3111107,Salamanca,275.84,86,1014,279.03,279.82,278.15,scattered clouds,2.6,1586060535,7200,ES,1586066413,1586112754,40.83,-6.0,25
1794140,Sishui,282.93,29,1029,287.52,287.52,287.52,overcast clouds,3.07,1586060535,28800,CN,1586037095,1586082909,35.65,117.28,100
2455216,Kita,297.8,15,1008,301.0,301.0,301.0,clear sky,1.5,1586060361,0,ML,1586068266,1586112576,13.03,-9.49,0
1529376,Korla,284.24,23,1021,287.68,287.68,287.68,broken clouds,0.99,1586060536,28800,CN,1586044275,1586090669,41.76,86.15,69
5961417,Gimli,261.39,64,1022,265.78,266.48,264.26,broken clouds,1.61,1586060536,-18000,CA,1586001357,1586048711,50.63,-96.99,70
1337607,Kudahuvadhoo,304.47,71,1012,301.98,301.98,301.98,overcast clouds,3.96,1586060536,18000,MV,1586048784,1586092524,2.67,72.89,91
5777224,Lehi,277.64,28,1004,283.69,286.48,277.59,clear sky,4.6,1586060467,-21600,US,1586005507,1586051693,40.39,-111.85,1
